r,t,f,y,UseByTechnologyAnnual
REGION1,DEMAGRGWTETH,AGRELC002,2026,0.2976
REGION1,DEMAGRGWTETH,AGRELC002,2027,0.3262
REGION1,DEMAGRGWTETH,AGRELC002,2028,0.346
REGION1,DEMAGRGWTETH,AGRELC002,2029,0.346
REGION1,DEMAGRGWTETH,AGRELC002,2030,0.346
REGION1,DEMAGRGWTETH,WTRGWTETH,2015,4.4976
REGION1,DEMAGRGWTETH,WTRGWTETH,2016,5.0771
REGION1,DEMAGRGWTETH,WTRGWTETH,2017,5.8651
REGION1,DEMAGRGWTETH,WTRGWTETH,2018,6.7413
REGION1,DEMAGRGWTETH,WTRGWTETH,2019,7.6856
REGION1,DEMAGRGWTETH,WTRGWTETH,2020,8.7715
REGION1,DEMAGRGWTETH,WTRGWTETH,2021,10.0556
REGION1,DEMAGRGWTETH,WTRGWTETH,2022,11.498
REGION1,DEMAGRGWTETH,WTRGWTETH,2023,13.1204
REGION1,DEMAGRGWTETH,WTRGWTETH,2024,14.3248
REGION1,DEMAGRGWTETH,WTRGWTETH,2025,15.7111
REGION1,DEMAGRGWTETH,WTRGWTETH,2026,17.2035
REGION1,DEMAGRGWTETH,WTRGWTETH,2027,18.8555
REGION1,DEMAGRGWTETH,WTRGWTETH,2028,20.0
REGION1,DEMAGRGWTETH,WTRGWTETH,2029,20.0
REGION1,DEMAGRGWTETH,WTRGWTETH,2030,20.0
REGION1,DEMCOMBIO,BIO,2015,15.79
REGION1,DEMCOMBIO,BIO,2016,15.79
REGION1,DEMCOMBIO,BIO,2017,16.41
REGION1,DEMCOMBIO,BIO,2018,17.01
REGION1,DEMCOMBIO,BIO,2019,17.61
REGION1,DEMCOMBIO,BIO,2020,18.21
REGION1,DEMCOMBIO,BIO,2021,19.32
REGION1,DEMCOMBIO,BIO,2022,20.39
REGION1,DEMCOMBIO,BIO,2023,21.44
REGION1,DEMCOMBIO,BIO,2024,22.46
REGION1,DEMCOMBIO,BIO,2025,23.47
REGION1,DEMCOMBIO,BIO,2026,24.45
REGION1,DEMCOMBIO,BIO,2027,25.42
REGION1,DEMCOMBIO,BIO,2028,26.37
REGION1,DEMCOMBIO,BIO,2029,27.31
REGION1,DEMCOMBIO,BIO,2030,28.24
REGION1,DEMCOMDSL,DSL,2015,2.39
REGION1,DEMCOMDSL,DSL,2016,2.39
REGION1,DEMCOMDSL,DSL,2017,2.48
REGION1,DEMCOMDSL,DSL,2018,2.57
REGION1,DEMCOMDSL,DSL,2019,2.67
REGION1,DEMCOMDSL,DSL,2020,2.76
REGION1,DEMCOMDSL,DSL,2021,2.92
REGION1,DEMCOMDSL,DSL,2022,3.09
REGION1,DEMCOMDSL,DSL,2023,3.24
REGION1,DEMCOMDSL,DSL,2024,3.4
REGION1,DEMCOMDSL,DSL,2025,3.55
REGION1,DEMCOMDSL,DSL,2026,3.7
REGION1,DEMCOMDSL,DSL,2027,3.85
REGION1,DEMCOMDSL,DSL,2028,3.99
REGION1,DEMCOMDSL,DSL,2029,4.13
REGION1,DEMCOMDSL,DSL,2030,4.27
REGION1,DEMCOMELC002,ELC002,2015,8.24
REGION1,DEMCOMELC002,ELC002,2016,8.69
REGION1,DEMCOMELC002,ELC002,2017,9.28
REGION1,DEMCOMELC002,ELC002,2018,9.88
REGION1,DEMCOMELC002,ELC002,2019,10.48
REGION1,DEMCOMELC002,ELC002,2020,11.08
REGION1,DEMCOMELC002,ELC002,2021,12.5
REGION1,DEMCOMELC002,ELC002,2022,13.94
REGION1,DEMCOMELC002,ELC002,2023,15.4
REGION1,DEMCOMELC002,ELC002,2024,16.88
REGION1,DEMCOMELC002,ELC002,2025,18.38
REGION1,DEMCOMELC002,ELC002,2026,19.9
REGION1,DEMCOMELC002,ELC002,2027,21.43
REGION1,DEMCOMELC002,ELC002,2028,22.97
REGION1,DEMCOMELC002,ELC002,2029,24.53
REGION1,DEMCOMELC002,ELC002,2030,26.1
REGION1,DEMINDCOA,COA,2015,12.95
REGION1,DEMINDCOA,COA,2016,12.95
REGION1,DEMINDCOA,COA,2017,13.45
REGION1,DEMINDCOA,COA,2018,13.95
REGION1,DEMINDCOA,COA,2019,14.44
REGION1,DEMINDCOA,COA,2020,14.93
REGION1,DEMINDCOA,COA,2021,15.84
REGION1,DEMINDCOA,COA,2022,16.72
REGION1,DEMINDCOA,COA,2023,17.58
REGION1,DEMINDCOA,COA,2024,18.42
REGION1,DEMINDCOA,COA,2025,19.24
REGION1,DEMINDCOA,COA,2026,20.05
REGION1,DEMINDCOA,COA,2027,20.84
REGION1,DEMINDCOA,COA,2028,21.62
REGION1,DEMINDCOA,COA,2029,22.4
REGION1,DEMINDCOA,COA,2030,23.16
REGION1,DEMINDDSL,DSL,2015,20.43
REGION1,DEMINDDSL,DSL,2016,20.43
REGION1,DEMINDDSL,DSL,2017,21.22
REGION1,DEMINDDSL,DSL,2018,22.0
REGION1,DEMINDDSL,DSL,2019,22.78
REGION1,DEMINDDSL,DSL,2020,23.55
REGION1,DEMINDDSL,DSL,2021,24.99
REGION1,DEMINDDSL,DSL,2022,26.38
REGION1,DEMINDDSL,DSL,2023,27.73
REGION1,DEMINDDSL,DSL,2024,29.06
REGION1,DEMINDDSL,DSL,2025,30.35
REGION1,DEMINDDSL,DSL,2026,31.63
REGION1,DEMINDDSL,DSL,2027,32.88
REGION1,DEMINDDSL,DSL,2028,34.11
REGION1,DEMINDDSL,DSL,2029,35.33
REGION1,DEMINDDSL,DSL,2030,36.53
REGION1,DEMINDELC002,ELC002,2015,10.43
REGION1,DEMINDELC002,ELC002,2016,11.01
REGION1,DEMINDELC002,ELC002,2017,11.76
REGION1,DEMINDELC002,ELC002,2018,12.52
REGION1,DEMINDELC002,ELC002,2019,13.28
REGION1,DEMINDELC002,ELC002,2020,14.04
REGION1,DEMINDELC002,ELC002,2021,15.84
REGION1,DEMINDELC002,ELC002,2022,17.66
REGION1,DEMINDELC002,ELC002,2023,19.52
REGION1,DEMINDELC002,ELC002,2024,21.39
REGION1,DEMINDELC002,ELC002,2025,23.29
REGION1,DEMINDELC002,ELC002,2026,25.21
REGION1,DEMINDELC002,ELC002,2027,27.15
REGION1,DEMINDELC002,ELC002,2028,29.1099
REGION1,DEMINDELC002,ELC002,2029,31.08
REGION1,DEMINDELC002,ELC002,2030,33.07
REGION1,DEMINDHFO,HFO,2015,3.01
REGION1,DEMINDHFO,HFO,2016,3.01
REGION1,DEMINDHFO,HFO,2017,3.13
REGION1,DEMINDHFO,HFO,2018,3.24
REGION1,DEMINDHFO,HFO,2019,3.36
REGION1,DEMINDHFO,HFO,2020,3.47
REGION1,DEMINDHFO,HFO,2021,3.68
REGION1,DEMINDHFO,HFO,2022,3.89
REGION1,DEMINDHFO,HFO,2023,4.09
REGION1,DEMINDHFO,HFO,2024,4.28
REGION1,DEMINDHFO,HFO,2025,4.47
REGION1,DEMINDHFO,HFO,2026,4.66
REGION1,DEMINDHFO,HFO,2027,4.84
REGION1,DEMINDHFO,HFO,2028,5.03
REGION1,DEMINDHFO,HFO,2029,5.21
REGION1,DEMINDHFO,HFO,2030,5.38
REGION1,DEMINDOHC,OHC,2015,11.26
REGION1,DEMINDOHC,OHC,2016,11.26
REGION1,DEMINDOHC,OHC,2017,11.7
REGION1,DEMINDOHC,OHC,2018,12.13
REGION1,DEMINDOHC,OHC,2019,12.56
REGION1,DEMINDOHC,OHC,2020,12.98
REGION1,DEMINDOHC,OHC,2021,13.77
REGION1,DEMINDOHC,OHC,2022,14.54
REGION1,DEMINDOHC,OHC,2023,15.28
REGION1,DEMINDOHC,OHC,2024,16.01
REGION1,DEMINDOHC,OHC,2025,16.73
REGION1,DEMINDOHC,OHC,2026,17.43
REGION1,DEMINDOHC,OHC,2027,18.12
REGION1,DEMINDOHC,OHC,2028,18.8
REGION1,DEMINDOHC,OHC,2029,19.47
REGION1,DEMINDOHC,OHC,2030,20.14
REGION1,DEMOTHDSL,DSL,2015,5.61
REGION1,DEMOTHDSL,DSL,2016,5.61
REGION1,DEMOTHDSL,DSL,2017,5.83
REGION1,DEMOTHDSL,DSL,2018,6.04
REGION1,DEMOTHDSL,DSL,2019,6.26
REGION1,DEMOTHDSL,DSL,2020,6.47
REGION1,DEMOTHDSL,DSL,2021,6.86
REGION1,DEMOTHDSL,DSL,2022,7.24
REGION1,DEMOTHDSL,DSL,2023,7.62
REGION1,DEMOTHDSL,DSL,2024,7.98
REGION1,DEMOTHDSL,DSL,2025,8.33
REGION1,DEMOTHDSL,DSL,2026,8.68
REGION1,DEMOTHDSL,DSL,2027,9.03
REGION1,DEMOTHDSL,DSL,2028,9.37
REGION1,DEMOTHDSL,DSL,2029,9.7
REGION1,DEMOTHDSL,DSL,2030,10.03
REGION1,DEMOTHOHC,OHC,2015,3.98
REGION1,DEMOTHOHC,OHC,2016,3.98
REGION1,DEMOTHOHC,OHC,2017,4.13
REGION1,DEMOTHOHC,OHC,2018,4.29
REGION1,DEMOTHOHC,OHC,2019,4.44
REGION1,DEMOTHOHC,OHC,2020,4.59
REGION1,DEMOTHOHC,OHC,2021,4.87
REGION1,DEMOTHOHC,OHC,2022,5.14
REGION1,DEMOTHOHC,OHC,2023,5.4
REGION1,DEMOTHOHC,OHC,2024,5.66
REGION1,DEMOTHOHC,OHC,2025,5.91
REGION1,DEMOTHOHC,OHC,2026,6.16
REGION1,DEMOTHOHC,OHC,2027,6.41
REGION1,DEMOTHOHC,OHC,2028,6.65
REGION1,DEMOTHOHC,OHC,2029,6.88
REGION1,DEMOTHOHC,OHC,2030,7.12
REGION1,DEMPUBSURETH,WTRSURETH,2015,0.81
REGION1,DEMPUBSURETH,WTRSURETH,2016,0.85
REGION1,DEMPUBSURETH,WTRSURETH,2017,0.89
REGION1,DEMPUBSURETH,WTRSURETH,2018,0.94
REGION1,DEMPUBSURETH,WTRSURETH,2019,0.98
REGION1,DEMPUBSURETH,WTRSURETH,2020,1.03
REGION1,DEMPUBSURETH,WTRSURETH,2021,1.09
REGION1,DEMPUBSURETH,WTRSURETH,2022,1.14
REGION1,DEMPUBSURETH,WTRSURETH,2023,1.2
REGION1,DEMPUBSURETH,WTRSURETH,2024,1.26
REGION1,DEMPUBSURETH,WTRSURETH,2025,1.32
REGION1,DEMPUBSURETH,WTRSURETH,2026,1.39
REGION1,DEMPUBSURETH,WTRSURETH,2027,1.45
REGION1,DEMPUBSURETH,WTRSURETH,2028,1.53
REGION1,DEMPUBSURETH,WTRSURETH,2029,1.6
REGION1,DEMPUBSURETH,WTRSURETH,2030,1.68
REGION1,DEMPWRBIO,BIO,2029,0.0198
REGION1,DEMPWRBIO,BIO,2030,3.5383
REGION1,DEMPWRGEO,GEO,2020,5.099
REGION1,DEMPWRGEO,GEO,2021,9.3284
REGION1,DEMPWRGEO,GEO,2022,9.3243
REGION1,DEMPWRGEO,GEO,2023,9.3123
REGION1,DEMPWRGEO,GEO,2024,9.3083
REGION1,DEMPWRGEO,GEO,2025,9.2963
REGION1,DEMPWRGEO,GEO,2026,9.2922
REGION1,DEMPWRGEO,GEO,2027,9.2803
REGION1,DEMPWRGEO,GEO,2028,9.2762
REGION1,DEMPWRGEO,GEO,2029,9.2642
REGION1,DEMPWRGEO,GEO,2030,9.2602
REGION1,DEMPWRHYD,HYD,2015,31.1411
REGION1,DEMPWRHYD,HYD,2016,34.8191
REGION1,DEMPWRHYD,HYD,2017,37.4725
REGION1,DEMPWRHYD,HYD,2018,41.8473
REGION1,DEMPWRHYD,HYD,2019,47.4073
REGION1,DEMPWRHYD,HYD,2020,47.4518
REGION1,DEMPWRHYD,HYD,2021,47.4466
REGION1,DEMPWRHYD,HYD,2022,58.7164
REGION1,DEMPWRHYD,HYD,2023,69.9939
REGION1,DEMPWRHYD,HYD,2024,81.2637
REGION1,DEMPWRHYD,HYD,2025,92.5411
REGION1,DEMPWRHYD,HYD,2026,103.8109
REGION1,DEMPWRHYD,HYD,2027,105.1596
REGION1,DEMPWRHYD,HYD,2028,105.1467
REGION1,DEMPWRHYD,HYD,2029,105.1415
REGION1,DEMPWRHYD,HYD,2030,105.1286
REGION1,DEMPWRSOL,SOL,2021,7.0963
REGION1,DEMPWRSOL,SOL,2022,4.1637
REGION1,DEMPWRSOL,SOL,2023,7.0892
REGION1,DEMPWRSOL,SOL,2024,7.0821
REGION1,DEMPWRSOL,SOL,2025,7.0821
REGION1,DEMPWRSOL,SOL,2026,7.075
REGION1,DEMPWRSOL,SOL,2027,4.467
REGION1,DEMPWRSOL,SOL,2028,7.0678
REGION1,DEMPWRSOL,SOL,2029,7.0678
REGION1,DEMPWRSOL,SOL,2030,7.0607
REGION1,DEMPWRWND,WND,2015,1.4567
REGION1,DEMPWRWND,WND,2016,0.4487
REGION1,DEMPWRWND,WND,2017,1.3689
REGION1,DEMPWRWND,WND,2018,1.1493
REGION1,DEMPWRWND,WND,2019,0.5396
REGION1,DEMPWRWND,WND,2020,3.0948
REGION1,DEMPWRWND,WND,2021,3.0938
REGION1,DEMPWRWND,WND,2022,3.091
REGION1,DEMPWRWND,WND,2023,3.09
REGION1,DEMPWRWND,WND,2024,3.0873
REGION1,DEMPWRWND,WND,2025,3.0863
REGION1,DEMPWRWND,WND,2026,3.0836
REGION1,DEMPWRWND,WND,2027,3.0825
REGION1,DEMPWRWND,WND,2028,2.3181
REGION1,DEMPWRWND,WND,2029,2.317
REGION1,DEMPWRWND,WND,2030,1.5691
REGION1,DEMRESBIO,BIO,2015,1569.63
REGION1,DEMRESBIO,BIO,2016,1569.63
REGION1,DEMRESBIO,BIO,2017,1630.39
REGION1,DEMRESBIO,BIO,2018,1690.58
REGION1,DEMRESBIO,BIO,2019,1750.26
REGION1,DEMRESBIO,BIO,2020,1809.4799
REGION1,DEMRESBIO,BIO,2021,1919.68
REGION1,DEMRESBIO,BIO,2022,2026.5799
REGION1,DEMRESBIO,BIO,2023,2130.6899
REGION1,DEMRESBIO,BIO,2024,2232.4
REGION1,DEMRESBIO,BIO,2025,2332.04
REGION1,DEMRESBIO,BIO,2026,2429.87
REGION1,DEMRESBIO,BIO,2027,2526.1
REGION1,DEMRESBIO,BIO,2028,2620.91
REGION1,DEMRESBIO,BIO,2029,2714.46
REGION1,DEMRESBIO,BIO,2030,2806.87
REGION1,DEMRESELC002,ELC002,2015,11.35
REGION1,DEMRESELC002,ELC002,2016,11.98
REGION1,DEMRESELC002,ELC002,2017,12.8
REGION1,DEMRESELC002,ELC002,2018,13.62
REGION1,DEMRESELC002,ELC002,2019,14.45
REGION1,DEMRESELC002,ELC002,2020,15.28
REGION1,DEMRESELC002,ELC002,2021,17.23
REGION1,DEMRESELC002,ELC002,2022,19.22
REGION1,DEMRESELC002,ELC002,2023,21.24
REGION1,DEMRESELC002,ELC002,2024,23.28
REGION1,DEMRESELC002,ELC002,2025,25.35
REGION1,DEMRESELC002,ELC002,2026,27.43
REGION1,DEMRESELC002,ELC002,2027,29.54
REGION1,DEMRESELC002,ELC002,2028,31.67
REGION1,DEMRESELC002,ELC002,2029,33.82
REGION1,DEMRESELC002,ELC002,2030,35.9799
REGION1,DEMRESKER,KER,2015,11.22
REGION1,DEMRESKER,KER,2016,11.22
REGION1,DEMRESKER,KER,2017,11.65
REGION1,DEMRESKER,KER,2018,12.08
REGION1,DEMRESKER,KER,2019,12.51
REGION1,DEMRESKER,KER,2020,12.93
REGION1,DEMRESKER,KER,2021,13.72
REGION1,DEMRESKER,KER,2022,14.49
REGION1,DEMRESKER,KER,2023,15.23
REGION1,DEMRESKER,KER,2024,15.96
REGION1,DEMRESKER,KER,2025,16.67
REGION1,DEMRESKER,KER,2026,17.37
REGION1,DEMRESKER,KER,2027,18.06
REGION1,DEMRESKER,KER,2028,18.73
REGION1,DEMRESKER,KER,2029,19.4
REGION1,DEMRESKER,KER,2030,20.06
REGION1,DEMRESLPG,LPG,2015,0.33
REGION1,DEMRESLPG,LPG,2016,0.33
REGION1,DEMRESLPG,LPG,2017,0.34
REGION1,DEMRESLPG,LPG,2018,0.36
REGION1,DEMRESLPG,LPG,2019,0.37
REGION1,DEMRESLPG,LPG,2020,0.38
REGION1,DEMRESLPG,LPG,2021,0.4
REGION1,DEMRESLPG,LPG,2022,0.43
REGION1,DEMRESLPG,LPG,2023,0.45
REGION1,DEMRESLPG,LPG,2024,0.47
REGION1,DEMRESLPG,LPG,2025,0.49
REGION1,DEMRESLPG,LPG,2026,0.51
REGION1,DEMRESLPG,LPG,2027,0.53
REGION1,DEMRESLPG,LPG,2028,0.55
REGION1,DEMRESLPG,LPG,2029,0.57
REGION1,DEMRESLPG,LPG,2030,0.59
REGION1,DEMTRADSL,DSL,2015,52.38
REGION1,DEMTRADSL,DSL,2016,52.38
REGION1,DEMTRADSL,DSL,2017,54.41
REGION1,DEMTRADSL,DSL,2018,56.42
REGION1,DEMTRADSL,DSL,2019,58.41
REGION1,DEMTRADSL,DSL,2020,60.38
REGION1,DEMTRADSL,DSL,2021,64.06
REGION1,DEMTRADSL,DSL,2022,67.63
REGION1,DEMTRADSL,DSL,2023,71.1
REGION1,DEMTRADSL,DSL,2024,74.5
REGION1,DEMTRADSL,DSL,2025,77.82
REGION1,DEMTRADSL,DSL,2026,81.09
REGION1,DEMTRADSL,DSL,2027,84.3
REGION1,DEMTRADSL,DSL,2028,87.46
REGION1,DEMTRADSL,DSL,2029,90.58
REGION1,DEMTRADSL,DSL,2030,93.67
REGION1,DEMTRAGSL,GSL,2015,13.94
REGION1,DEMTRAGSL,GSL,2016,13.94
REGION1,DEMTRAGSL,GSL,2017,14.48
REGION1,DEMTRAGSL,GSL,2018,15.01
REGION1,DEMTRAGSL,GSL,2019,15.54
REGION1,DEMTRAGSL,GSL,2020,16.07
REGION1,DEMTRAGSL,GSL,2021,17.05
REGION1,DEMTRAGSL,GSL,2022,18.0
REGION1,DEMTRAGSL,GSL,2023,18.92
REGION1,DEMTRAGSL,GSL,2024,19.83
REGION1,DEMTRAGSL,GSL,2025,20.71
REGION1,DEMTRAGSL,GSL,2026,21.58
REGION1,DEMTRAGSL,GSL,2027,22.43
REGION1,DEMTRAGSL,GSL,2028,23.28
REGION1,DEMTRAGSL,GSL,2029,24.11
REGION1,DEMTRAGSL,GSL,2030,24.93
REGION1,DEMTRAOHC,OHC,2015,3.31
REGION1,DEMTRAOHC,OHC,2016,3.31
REGION1,DEMTRAOHC,OHC,2017,3.44
REGION1,DEMTRAOHC,OHC,2018,3.57
REGION1,DEMTRAOHC,OHC,2019,3.69
REGION1,DEMTRAOHC,OHC,2020,3.82
REGION1,DEMTRAOHC,OHC,2021,4.05
REGION1,DEMTRAOHC,OHC,2022,4.27
REGION1,DEMTRAOHC,OHC,2023,4.49
REGION1,DEMTRAOHC,OHC,2024,4.71
REGION1,DEMTRAOHC,OHC,2025,4.92
REGION1,DEMTRAOHC,OHC,2026,5.12
REGION1,DEMTRAOHC,OHC,2027,5.33
REGION1,DEMTRAOHC,OHC,2028,5.53
REGION1,DEMTRAOHC,OHC,2029,5.72
REGION1,DEMTRAOHC,OHC,2030,5.92
REGION1,EXPELC002,ELC002,2015,2.5
REGION1,EXPELC002,ELC002,2016,3.5
REGION1,EXPELC002,ELC002,2017,4.9
REGION1,EXPELC002,ELC002,2018,6.86
REGION1,EXPELC002,ELC002,2019,9.604
REGION1,EXPELC002,ELC002,2020,13.4456
REGION1,EXPELC002,ELC002,2021,12.7737
REGION1,EXPELC002,ELC002,2022,17.8832
REGION1,EXPELC002,ELC002,2023,24.6636
REGION1,EXPELC002,ELC002,2024,30.5148
REGION1,EXPELC002,ELC002,2025,36.2917
REGION1,EXPELC002,ELC002,2026,42.0079
REGION1,EXPELC002,ELC002,2027,36.959
REGION1,EXPELC002,ELC002,2028,31.3092
REGION1,EXPELC002,ELC002,2029,25.6292
REGION1,EXPELC002,ELC002,2030,21.2544
REGION1,LNDAGRETHC01,AGRDSL,2015,0.9341
REGION1,LNDAGRETHC01,AGRDSL,2016,0.9853
REGION1,LNDAGRETHC01,AGRDSL,2017,1.1235
REGION1,LNDAGRETHC01,AGRDSL,2018,1.2843
REGION1,LNDAGRETHC01,AGRDSL,2019,1.4422
REGION1,LNDAGRETHC01,AGRDSL,2020,1.5863
REGION1,LNDAGRETHC01,AGRDSL,2021,1.8134
REGION1,LNDAGRETHC01,AGRDSL,2022,2.0266
REGION1,LNDAGRETHC01,AGRDSL,2023,2.216
REGION1,LNDAGRETHC01,AGRDSL,2024,2.3917
REGION1,LNDAGRETHC01,AGRDSL,2025,2.5422
REGION1,LNDAGRETHC01,AGRDSL,2026,2.669
REGION1,LNDAGRETHC01,AGRDSL,2027,2.7938
REGION1,LNDAGRETHC01,AGRDSL,2028,2.9164
REGION1,LNDAGRETHC01,AGRDSL,2029,3.0374
REGION1,LNDAGRETHC01,AGRDSL,2030,3.1571
REGION1,LNDAGRETHC01,AGRWATETH,2015,0.1734
REGION1,LNDAGRETHC01,AGRWATETH,2016,0.1695
REGION1,LNDAGRETHC01,AGRWATETH,2017,0.1872
REGION1,LNDAGRETHC01,AGRWATETH,2018,0.2091
REGION1,LNDAGRETHC01,AGRWATETH,2019,0.2001
REGION1,LNDAGRETHC01,AGRWATETH,2020,0.1901
REGION1,LNDAGRETHC01,AGRWATETH,2021,0.21
REGION1,LNDAGRETHC01,AGRWATETH,2022,0.1995
REGION1,LNDAGRETHC01,AGRWATETH,2023,0.1895
REGION1,LNDAGRETHC01,AGRWATETH,2024,0.18
REGION1,LNDAGRETHC01,AGRWATETH,2025,0.171
REGION1,LNDAGRETHC01,AGRWATETH,2026,0.1625
REGION1,LNDAGRETHC01,AGRWATETH,2027,0.1543
REGION1,LNDAGRETHC01,AGRWATETH,2028,0.1466
REGION1,LNDAGRETHC01,AGRWATETH,2029,0.1393
REGION1,LNDAGRETHC01,AGRWATETH,2030,0.1324
REGION1,LNDAGRETHC01,LBLTETH,2015,0.99
REGION1,LNDAGRETHC01,LBLTETH,2016,0.99
REGION1,LNDAGRETHC01,LBLTETH,2017,1.04
REGION1,LNDAGRETHC01,LBLTETH,2018,1.1
REGION1,LNDAGRETHC01,LBLTETH,2019,1.16
REGION1,LNDAGRETHC01,LBLTETH,2020,1.22
REGION1,LNDAGRETHC01,LBLTETH,2021,1.28
REGION1,LNDAGRETHC01,LBLTETH,2022,1.35
REGION1,LNDAGRETHC01,LBLTETH,2023,1.42
REGION1,LNDAGRETHC01,LBLTETH,2024,1.49
REGION1,LNDAGRETHC01,LBLTETH,2025,1.56
REGION1,LNDAGRETHC01,LBLTETH,2026,1.64
REGION1,LNDAGRETHC01,LBLTETH,2027,1.71
REGION1,LNDAGRETHC01,LBLTETH,2028,1.79
REGION1,LNDAGRETHC01,LBLTETH,2029,1.87
REGION1,LNDAGRETHC01,LBLTETH,2030,1.95
REGION1,LNDAGRETHC01,LCP01HIETH,2015,0.06
REGION1,LNDAGRETHC01,LCP01HIETH,2016,0.0622
REGION1,LNDAGRETHC01,LCP01HIETH,2017,0.0715
REGION1,LNDAGRETHC01,LCP01HIETH,2018,0.0822
REGION1,LNDAGRETHC01,LCP01HIETH,2019,0.0781
REGION1,LNDAGRETHC01,LCP01HIETH,2020,0.0742
REGION1,LNDAGRETHC01,LCP01HIETH,2021,0.0853
REGION1,LNDAGRETHC01,LCP01HIETH,2022,0.0811
REGION1,LNDAGRETHC01,LCP01HIETH,2023,0.077
REGION1,LNDAGRETHC01,LCP01HIETH,2024,0.0732
REGION1,LNDAGRETHC01,LCP01HIETH,2025,0.0695
REGION1,LNDAGRETHC01,LCP01HIETH,2026,0.066
REGION1,LNDAGRETHC01,LCP01HIETH,2027,0.0627
REGION1,LNDAGRETHC01,LCP01HIETH,2028,0.0596
REGION1,LNDAGRETHC01,LCP01HIETH,2029,0.0566
REGION1,LNDAGRETHC01,LCP01HIETH,2030,0.0538
REGION1,LNDAGRETHC01,LCP01HRETH,2015,0.412
REGION1,LNDAGRETHC01,LCP01HRETH,2016,0.4738
REGION1,LNDAGRETHC01,LCP01HRETH,2017,0.5449
REGION1,LNDAGRETHC01,LCP01HRETH,2018,0.6266
REGION1,LNDAGRETHC01,LCP01HRETH,2019,0.7193
REGION1,LNDAGRETHC01,LCP01HRETH,2020,0.788
REGION1,LNDAGRETHC01,LCP01HRETH,2021,0.9062
REGION1,LNDAGRETHC01,LCP01HRETH,2022,1.0156
REGION1,LNDAGRETHC01,LCP01HRETH,2023,1.0879
REGION1,LNDAGRETHC01,LCP01HRETH,2024,1.119
REGION1,LNDAGRETHC01,LCP01HRETH,2025,1.1042
REGION1,LNDAGRETHC01,LCP01HRETH,2026,1.049
REGION1,LNDAGRETHC01,LCP01HRETH,2027,0.9965
REGION1,LNDAGRETHC01,LCP01HRETH,2028,0.9467
REGION1,LNDAGRETHC01,LCP01HRETH,2029,0.8994
REGION1,LNDAGRETHC01,LCP01HRETH,2030,0.8544
REGION1,LNDAGRETHC01,LCP01IIETH,2015,0.06
REGION1,LNDAGRETHC01,LCP01IIETH,2016,0.069
REGION1,LNDAGRETHC01,LCP01IIETH,2017,0.0794
REGION1,LNDAGRETHC01,LCP01IIETH,2018,0.0913
REGION1,LNDAGRETHC01,LCP01IIETH,2019,0.0867
REGION1,LNDAGRETHC01,LCP01IIETH,2020,0.0824
REGION1,LNDAGRETHC01,LCP01IIETH,2021,0.0947
