r,t,e,y,AnnualTechnologyEmission
REGION1,DEMINDLPG,CO2,2024,1.0954
REGION1,DEMINDLPG,CO2,2025,1.1334
REGION1,DEMINDLPG,CO2,2026,1.1703
REGION1,DEMINDLPG,CO2,2027,1.2063
REGION1,DEMINDLPG,CO2,2028,1.2415
REGION1,DEMINDLPG,CO2,2029,1.276
REGION1,DEMINDLPG,CO2,2030,1.3039
REGION1,DEMINDNGS,CO2,2016,3.7416
REGION1,DEMINDNGS,CO2,2017,4.0151
REGION1,DEMINDNGS,CO2,2018,4.2886
REGION1,DEMINDNGS,CO2,2019,4.562
REGION1,DEMINDNGS,CO2,2020,5.0105
REGION1,DEMINDNGS,CO2,2021,5.4589
REGION1,DEMINDNGS,CO2,2022,5.9071
REGION1,DEMINDNGS,CO2,2023,6.3553
REGION1,DEMINDNGS,CO2,2024,6.8034
REGION1,DEMINDNGS,CO2,2025,7.2514
REGION1,DEMINDNGS,CO2,2026,7.6993
REGION1,DEMINDNGS,CO2,2027,8.1472
REGION1,DEMINDNGS,CO2,2028,8.595
REGION1,DEMINDNGS,CO2,2029,9.0427
REGION1,DEMINDNGS,CO2,2030,9.4343
REGION1,DEMPWRCOA,CO2,2016,51.1658
REGION1,DEMPWRCOA,CO2,2017,62.3994
REGION1,DEMPWRCOA,CO2,2018,68.0721
REGION1,DEMPWRCOA,CO2,2019,70.3095
REGION1,DEMPWRCOA,CO2,2020,78.166
REGION1,DEMPWRCOA,CO2,2021,97.4482
REGION1,DEMPWRCOA,CO2,2022,116.6933
REGION1,DEMPWRCOA,CO2,2023,134.8505
REGION1,DEMPWRCOA,CO2,2024,132.9244
REGION1,DEMPWRCOA,CO2,2025,131.0009
REGION1,DEMPWRCOA,CO2,2026,129.0797
REGION1,DEMPWRCOA,CO2,2027,127.1608
REGION1,DEMPWRCOA,CO2,2028,125.2438
REGION1,DEMPWRCOA,CO2,2029,124.4052
REGION1,DEMPWRCOA,CO2,2030,126.0551
REGION1,DEMPWRDSL,CO2,2029,0.0363
REGION1,DEMPWRDSL,CO2,2030,0.1482
REGION1,DEMPWRNGS,CO2,2016,19.4661
REGION1,DEMPWRNGS,CO2,2017,19.4661
REGION1,DEMPWRNGS,CO2,2018,19.4661
REGION1,DEMPWRNGS,CO2,2019,19.4661
REGION1,DEMPWRNGS,CO2,2020,21.8455
REGION1,DEMPWRNGS,CO2,2021,21.8455
REGION1,DEMPWRNGS,CO2,2022,21.8455
REGION1,DEMPWRNGS,CO2,2023,21.9673
REGION1,DEMPWRNGS,CO2,2024,28.0101
REGION1,DEMPWRNGS,CO2,2025,34.0447
REGION1,DEMPWRNGS,CO2,2026,40.182
REGION1,DEMPWRNGS,CO2,2027,46.2023
REGION1,DEMPWRNGS,CO2,2028,51.7999
REGION1,DEMPWRNGS,CO2,2029,57.3043
REGION1,DEMPWRNGS,CO2,2030,61.7084
REGION1,DEMRESCOA,CO2,2016,0.4823
REGION1,DEMRESCOA,CO2,2017,0.5176
REGION1,DEMRESCOA,CO2,2018,0.5528
REGION1,DEMRESCOA,CO2,2019,0.5881
REGION1,DEMRESCOA,CO2,2020,0.6459
REGION1,DEMRESCOA,CO2,2021,0.7037
REGION1,DEMRESCOA,CO2,2022,0.7615
REGION1,DEMRESCOA,CO2,2023,0.8193
REGION1,DEMRESCOA,CO2,2024,0.8771
REGION1,DEMRESCOA,CO2,2025,0.9348
REGION1,DEMRESCOA,CO2,2026,0.9925
REGION1,DEMRESCOA,CO2,2027,1.0502
REGION1,DEMRESCOA,CO2,2028,1.108
REGION1,DEMRESCOA,CO2,2029,1.1657
REGION1,DEMRESCOA,CO2,2030,1.2162
REGION1,DEMRESDSL,CO2,2016,0.0417
REGION1,DEMRESDSL,CO2,2017,0.0448
REGION1,DEMRESDSL,CO2,2018,0.0478
REGION1,DEMRESDSL,CO2,2019,0.0509
REGION1,DEMRESDSL,CO2,2020,0.0559
REGION1,DEMRESDSL,CO2,2021,0.0608
REGION1,DEMRESDSL,CO2,2022,0.0658
REGION1,DEMRESDSL,CO2,2023,0.0709
REGION1,DEMRESDSL,CO2,2024,0.0759
REGION1,DEMRESDSL,CO2,2025,0.0809
REGION1,DEMRESDSL,CO2,2026,0.0859
REGION1,DEMRESDSL,CO2,2027,0.0909
REGION1,DEMRESDSL,CO2,2028,0.0958
REGION1,DEMRESDSL,CO2,2029,0.1008
REGION1,DEMRESDSL,CO2,2030,0.1052
REGION1,DEMRESKER,CO2,2016,0.06
REGION1,DEMRESKER,CO2,2017,0.0644
REGION1,DEMRESKER,CO2,2018,0.0688
REGION1,DEMRESKER,CO2,2019,0.0732
REGION1,DEMRESKER,CO2,2020,0.0804
REGION1,DEMRESKER,CO2,2021,0.0875
REGION1,DEMRESKER,CO2,2022,0.0947
REGION1,DEMRESKER,CO2,2023,0.1019
REGION1,DEMRESKER,CO2,2024,0.1091
REGION1,DEMRESKER,CO2,2025,0.1163
REGION1,DEMRESKER,CO2,2026,0.1235
REGION1,DEMRESKER,CO2,2027,0.1306
REGION1,DEMRESKER,CO2,2028,0.1378
REGION1,DEMRESKER,CO2,2029,0.145
REGION1,DEMRESKER,CO2,2030,0.1513
REGION1,DEMRESLPG,CO2,2016,2.8257
REGION1,DEMRESLPG,CO2,2017,3.0323
REGION1,DEMRESLPG,CO2,2018,3.2388
REGION1,DEMRESLPG,CO2,2019,3.4453
REGION1,DEMRESLPG,CO2,2020,3.784
REGION1,DEMRESLPG,CO2,2021,4.1227
REGION1,DEMRESLPG,CO2,2022,4.4612
REGION1,DEMRESLPG,CO2,2023,4.7997
REGION1,DEMRESLPG,CO2,2024,5.1381
REGION1,DEMRESLPG,CO2,2025,5.4764
REGION1,DEMRESLPG,CO2,2026,5.8147
REGION1,DEMRESLPG,CO2,2027,6.1529
REGION1,DEMRESLPG,CO2,2028,6.4911
REGION1,DEMRESLPG,CO2,2029,6.8292
REGION1,DEMRESLPG,CO2,2030,7.125
REGION1,DEMTRADSL,CO2,2016,17.9599
REGION1,DEMTRADSL,CO2,2017,19.273
REGION1,DEMTRADSL,CO2,2018,20.5856
REGION1,DEMTRADSL,CO2,2019,21.8978
REGION1,DEMTRADSL,CO2,2020,24.0507
REGION1,DEMTRADSL,CO2,2021,26.203
REGION1,DEMTRADSL,CO2,2022,28.3549
REGION1,DEMTRADSL,CO2,2023,30.5061
REGION1,DEMTRADSL,CO2,2024,32.657
REGION1,DEMTRADSL,CO2,2025,34.8074
REGION1,DEMTRADSL,CO2,2026,36.9575
REGION1,DEMTRADSL,CO2,2027,39.1072
REGION1,DEMTRADSL,CO2,2028,41.2566
REGION1,DEMTRADSL,CO2,2029,43.4056
REGION1,DEMTRADSL,CO2,2030,45.2857
REGION1,DEMTRAGSL,CO2,2016,16.4079
REGION1,DEMTRAGSL,CO2,2017,17.6075
REGION1,DEMTRAGSL,CO2,2018,18.8067
REGION1,DEMTRAGSL,CO2,2019,20.0055
REGION1,DEMTRAGSL,CO2,2020,21.9724
REGION1,DEMTRAGSL,CO2,2021,23.9387
REGION1,DEMTRAGSL,CO2,2022,25.9046
REGION1,DEMTRAGSL,CO2,2023,27.8699
REGION1,DEMTRAGSL,CO2,2024,29.8349
REGION1,DEMTRAGSL,CO2,2025,31.7995
REGION1,DEMTRAGSL,CO2,2026,33.7638
REGION1,DEMTRAGSL,CO2,2027,35.7277
REGION1,DEMTRAGSL,CO2,2028,37.6913
REGION1,DEMTRAGSL,CO2,2029,39.6547
REGION1,DEMTRAGSL,CO2,2030,41.3723
REGION1,DEMTRAHFO,CO2,2016,0.1456
REGION1,DEMTRAHFO,CO2,2017,0.1562
REGION1,DEMTRAHFO,CO2,2018,0.1669
REGION1,DEMTRAHFO,CO2,2019,0.1775
REGION1,DEMTRAHFO,CO2,2020,0.1949
REGION1,DEMTRAHFO,CO2,2021,0.2124
REGION1,DEMTRAHFO,CO2,2022,0.2299
REGION1,DEMTRAHFO,CO2,2023,0.2473
REGION1,DEMTRAHFO,CO2,2024,0.2647
REGION1,DEMTRAHFO,CO2,2025,0.2821
REGION1,DEMTRAHFO,CO2,2026,0.2996
REGION1,DEMTRAHFO,CO2,2027,0.317
REGION1,DEMTRAHFO,CO2,2028,0.3344
REGION1,DEMTRAHFO,CO2,2029,0.3518
REGION1,DEMTRAHFO,CO2,2030,0.3671
