r,t,e,m,y,AnnualTechnologyEmissionByMode
Region1,DEMPWRNGS,CO2NGS,1,2029,7.0925
Region1,DEMPWRNGS,CO2NGS,1,2030,8.1034
Region1,DEMRESLPG,CO2PET,1,2014,1.0286
Region1,DEMRESLPG,CO2PET,1,2015,1.0409
Region1,DEMRESLPG,CO2PET,1,2016,1.0466
Region1,DEMRESLPG,CO2PET,1,2017,1.0522
Region1,DEMRESLPG,CO2PET,1,2018,1.0762
Region1,DEMRESLPG,CO2PET,1,2019,1.1008
Region1,DEMRESLPG,CO2PET,1,2020,1.1258
Region1,DEMRESLPG,CO2PET,1,2021,1.152
Region1,DEMRESLPG,CO2PET,1,2022,1.1788
Region1,DEMRESLPG,CO2PET,1,2023,1.2062
Region1,DEMRESLPG,CO2PET,1,2024,1.2343
Region1,DEMRESLPG,CO2PET,1,2025,1.2631
Region1,DEMRESLPG,CO2PET,1,2026,1.2877
Region1,DEMRESLPG,CO2PET,1,2027,1.3128
Region1,DEMRESLPG,CO2PET,1,2028,1.3325
Region1,DEMRESLPG,CO2PET,1,2029,1.3524
Region1,DEMRESLPG,CO2PET,1,2030,1.3726
Region1,DEMRESNGS,CO2NGS,1,2014,0.1861
Region1,DEMRESNGS,CO2NGS,1,2015,0.2131
Region1,DEMRESNGS,CO2NGS,1,2016,0.2397
Region1,DEMRESNGS,CO2NGS,1,2017,0.2671
Region1,DEMRESNGS,CO2NGS,1,2018,0.2818
Region1,DEMRESNGS,CO2NGS,1,2019,0.2972
Region1,DEMRESNGS,CO2NGS,1,2020,0.3131
Region1,DEMRESNGS,CO2NGS,1,2021,0.3298
Region1,DEMRESNGS,CO2NGS,1,2022,0.3473
Region1,DEMRESNGS,CO2NGS,1,2023,0.3654
Region1,DEMRESNGS,CO2NGS,1,2024,0.3842
Region1,DEMRESNGS,CO2NGS,1,2025,0.4039
Region1,DEMRESNGS,CO2NGS,1,2026,0.4227
Region1,DEMRESNGS,CO2NGS,1,2027,0.4422
Region1,DEMRESNGS,CO2NGS,1,2028,0.4689
Region1,DEMRESNGS,CO2NGS,1,2029,0.4965
Region1,DEMRESNGS,CO2NGS,1,2030,0.525
Region1,DEMTRADSL,CO2PET,1,2014,2.4362
Region1,DEMTRADSL,CO2PET,1,2015,2.4995
Region1,DEMTRADSL,CO2PET,1,2016,2.563
Region1,DEMTRADSL,CO2PET,1,2017,2.6273
Region1,DEMTRADSL,CO2PET,1,2018,2.6924
Region1,DEMTRADSL,CO2PET,1,2019,2.7585
Region1,DEMTRADSL,CO2PET,1,2020,2.8256
Region1,DEMTRADSL,CO2PET,1,2021,2.8803
Region1,DEMTRADSL,CO2PET,1,2022,2.9355
Region1,DEMTRADSL,CO2PET,1,2023,2.9914
Region1,DEMTRADSL,CO2PET,1,2024,3.048
Region1,DEMTRADSL,CO2PET,1,2025,3.1052
Region1,DEMTRADSL,CO2PET,1,2026,3.1549
Region1,DEMTRADSL,CO2PET,1,2027,3.205
Region1,DEMTRADSL,CO2PET,1,2028,3.2555
Region1,DEMTRADSL,CO2PET,1,2029,3.3065
Region1,DEMTRADSL,CO2PET,1,2030,3.3581
Region1,DEMTRAGSL,CO2PET,1,2014,2.9994
Region1,DEMTRAGSL,CO2PET,1,2015,3.0894
Region1,DEMTRAGSL,CO2PET,1,2016,3.1712
Region1,DEMTRAGSL,CO2PET,1,2017,3.2495
Region1,DEMTRAGSL,CO2PET,1,2018,3.3244
Region1,DEMTRAGSL,CO2PET,1,2019,3.0557
Region1,DEMTRAGSL,CO2PET,1,2020,2.4242
Region1,DEMTRAGSL,CO2PET,1,2021,1.7605
Region1,DEMTRAGSL,CO2PET,1,2022,1.7879
Region1,DEMTRAGSL,CO2PET,1,2023,1.8141
Region1,DEMTRAGSL,CO2PET,1,2024,1.8395
Region1,DEMTRAGSL,CO2PET,1,2025,1.8635
Region1,DEMTRAGSL,CO2PET,1,2026,1.8848
Region1,DEMTRAGSL,CO2PET,1,2027,1.9048
Region1,DEMTRAGSL,CO2PET,1,2028,1.924
Region1,DEMTRAGSL,CO2PET,1,2029,1.9432
Region1,DEMTRAGSL,CO2PET,1,2030,1.9611
Region1,DEMTRAJFL,CO2PET,1,2014,0.4688
Region1,DEMTRAJFL,CO2PET,1,2015,0.4773
Region1,DEMTRAJFL,CO2PET,1,2016,0.4855
Region1,DEMTRAJFL,CO2PET,1,2017,0.4933
Region1,DEMTRAJFL,CO2PET,1,2018,0.5008
Region1,DEMTRAJFL,CO2PET,1,2019,0.508
Region1,DEMTRAJFL,CO2PET,1,2020,0.5149
Region1,DEMTRAJFL,CO2PET,1,2021,0.521
Region1,DEMTRAJFL,CO2PET,1,2022,0.5268
Region1,DEMTRAJFL,CO2PET,1,2023,0.5324
Region1,DEMTRAJFL,CO2PET,1,2024,0.5378
Region1,DEMTRAJFL,CO2PET,1,2025,0.5429
Region1,DEMTRAJFL,CO2PET,1,2026,0.5484
Region1,DEMTRAJFL,CO2PET,1,2027,0.5538
Region1,DEMTRAJFL,CO2PET,1,2028,0.5588
Region1,DEMTRAJFL,CO2PET,1,2029,0.5637
Region1,DEMTRAJFL,CO2PET,1,2030,0.5683
Region1,DEMTRANGS,CO2NGS,1,2014,1.1623
Region1,DEMTRANGS,CO2NGS,1,2015,1.2112
Region1,DEMTRANGS,CO2NGS,1,2016,1.2587
Region1,DEMTRANGS,CO2NGS,1,2017,1.3059
Region1,DEMTRANGS,CO2NGS,1,2018,1.3529
Region1,DEMTRANGS,CO2NGS,1,2019,1.3998
Region1,DEMTRANGS,CO2NGS,1,2020,1.4467
Region1,DEMTRANGS,CO2NGS,1,2021,1.4907
Region1,DEMTRANGS,CO2NGS,1,2022,1.5347
Region1,DEMTRANGS,CO2NGS,1,2023,1.5788
Region1,DEMTRANGS,CO2NGS,1,2024,1.623
Region1,DEMTRANGS,CO2NGS,1,2025,1.6674
Region1,DEMTRANGS,CO2NGS,1,2026,1.7102
Region1,DEMTRANGS,CO2NGS,1,2027,1.7531
Region1,DEMTRANGS,CO2NGS,1,2028,1.7961
Region1,DEMTRANGS,CO2NGS,1,2029,1.8392
Region1,DEMTRANGS,CO2NGS,1,2030,1.8826
