r,l,f,y,Demand
Region1,6,INDELC,2027,3.8148
Region1,6,INDELC,2028,3.9989
Region1,6,INDELC,2029,4.1844
Region1,6,INDELC,2030,4.8713
Region1,6,RESELC,2014,2.0457
Region1,6,RESELC,2015,2.1264
Region1,6,RESELC,2016,2.1959
Region1,6,RESELC,2017,2.2669
Region1,6,RESELC,2018,2.337
Region1,6,RESELC,2019,2.4091
Region1,6,RESELC,2020,2.4835
Region1,6,RESELC,2021,2.5613
Region1,6,RESELC,2022,2.6416
Region1,6,RESELC,2023,2.7244
Region1,6,RESELC,2024,2.8099
Region1,6,RESELC,2025,2.8981
Region1,6,RESELC,2026,2.9779
Region1,6,RESELC,2027,3.0598
Region1,6,RESELC,2028,3.1396
Region1,6,RESELC,2029,3.2213
Region1,6,RESELC,2030,3.3051
