r,t,l,y,RateOfTotalActivity
EXAMPLE,DEMPUBSURWAT,SN,2020,54.9372
EXAMPLE,DEMPUBSURWAT,WD,2021,75.3168
EXAMPLE,DEMPUBSURWAT,WD,2022,76.8256
EXAMPLE,DEMPWRGAS,WN,2019,255.5244
EXAMPLE,DEMPWRGAS,WN,2020,255.5244
EXAMPLE,DEMPWRGAS,WN,2021,255.5244
EXAMPLE,DEMPWRGAS,WN,2022,255.5244
EXAMPLE,DEMPWRGWTWAT,WN,2019,3.8329
EXAMPLE,DEMPWRGWTWAT,WN,2020,3.8329
EXAMPLE,DEMPWRGWTWAT,WN,2021,3.8329
EXAMPLE,DEMPWRGWTWAT,WN,2022,3.8329
EXAMPLE,DEMTRABIO,WD,2019,30.175
EXAMPLE,DEMTRABIO,WD,2020,15.3893
EXAMPLE,DEMTRABIO,WN,2020,15.3893
EXAMPLE,DEMTRABIO,WD,2021,15.696
EXAMPLE,DEMTRABIO,WN,2021,15.696
EXAMPLE,DEMTRABIO,WD,2022,16.0129
EXAMPLE,DEMTRABIO,WN,2022,16.0129
EXAMPLE,LNDAGR001,SD,2019,444.0032
EXAMPLE,LNDAGR001,SN,2019,239.4719
EXAMPLE,LNDAGR001,WD,2019,239.4719
EXAMPLE,LNDAGR001,WN,2019,54.7552
EXAMPLE,LNDAGR001,SD,2020,453.3781
EXAMPLE,LNDAGR001,SN,2020,237.6914
EXAMPLE,LNDAGR001,WD,2020,203.082
EXAMPLE,LNDAGR001,WN,2020,68.3225
EXAMPLE,LNDAGR001,SD,2021,443.7871
EXAMPLE,LNDAGR001,SN,2021,328.4967
EXAMPLE,LNDAGR001,WD,2021,124.0877
EXAMPLE,LNDAGR001,WN,2021,51.0181
EXAMPLE,LNDAGR001,SD,2022,33.944
EXAMPLE,LNDAGR001,SN,2022,1147.653
EXAMPLE,LNDAGR001,WD,2022,125.1231
EXAMPLE,LNDAGR001,WN,2022,50.9426
EXAMPLE,MINHYD,SD,2019,75.6547
EXAMPLE,MINHYD,SN,2019,75.6547
EXAMPLE,MINHYD,WD,2019,126.0912
EXAMPLE,MINHYD,WN,2019,126.0912
EXAMPLE,MINHYD,SD,2020,75.6547
EXAMPLE,MINHYD,SN,2020,75.6547
EXAMPLE,MINHYD,WD,2020,126.0912
EXAMPLE,MINHYD,WN,2020,126.0912
EXAMPLE,MINHYD,SD,2021,75.6547
EXAMPLE,MINHYD,SN,2021,75.6547
EXAMPLE,MINHYD,WD,2021,126.0912
EXAMPLE,MINHYD,WN,2021,126.0912
EXAMPLE,MINHYD,SD,2022,75.6547
EXAMPLE,MINHYD,SN,2022,75.6547
EXAMPLE,MINHYD,WD,2022,126.0912
EXAMPLE,MINHYD,WN,2022,126.0912
EXAMPLE,MINLND,SD,2019,444.0032
EXAMPLE,MINLND,SN,2019,239.4719
EXAMPLE,MINLND,WD,2019,239.4719
EXAMPLE,MINLND,WN,2019,54.7552
EXAMPLE,MINLND,SD,2020,453.3781
EXAMPLE,MINLND,SN,2020,237.6914
EXAMPLE,MINLND,WD,2020,203.082
EXAMPLE,MINLND,WN,2020,68.3225
EXAMPLE,MINLND,SD,2021,443.7871
EXAMPLE,MINLND,SN,2021,328.4967
EXAMPLE,MINLND,WD,2021,124.0877
EXAMPLE,MINLND,WN,2021,51.0181
EXAMPLE,MINLND,SD,2022,33.944
EXAMPLE,MINLND,SN,2022,1147.653
EXAMPLE,MINLND,WD,2022,125.1231
EXAMPLE,MINLND,WN,2022,50.9426
EXAMPLE,MINPRC,SD,2019,444.0032
EXAMPLE,MINPRC,SN,2019,239.4719
EXAMPLE,MINPRC,WD,2019,239.4719
EXAMPLE,MINPRC,WN,2019,54.7552
EXAMPLE,MINPRC,SD,2020,453.3781
EXAMPLE,MINPRC,SN,2020,237.6914
EXAMPLE,MINPRC,WD,2020,203.082
EXAMPLE,MINPRC,WN,2020,68.3225
EXAMPLE,MINPRC,SD,2021,443.7871
EXAMPLE,MINPRC,SN,2021,328.4967
EXAMPLE,MINPRC,WD,2021,124.0877
EXAMPLE,MINPRC,WN,2021,51.0181
EXAMPLE,MINPRC,SD,2022,33.944
EXAMPLE,MINPRC,SN,2022,1147.653
EXAMPLE,MINPRC,WD,2022,125.1231
EXAMPLE,MINPRC,WN,2022,50.9426
EXAMPLE,MINSOL,SD,2020,0.0821
EXAMPLE,MINSOL,WD,2020,0.0638
EXAMPLE,MINSOL,SD,2021,0.1642
EXAMPLE,MINSOL,WD,2021,0.1277
EXAMPLE,MINSOL,SD,2022,0.2497
EXAMPLE,MINSOL,WD,2022,0.1942
EXAMPLE,PWRGAS,WN,2019,127.7622
EXAMPLE,PWRGAS,WN,2020,127.7622
EXAMPLE,PWRGAS,WN,2021,127.7622
EXAMPLE,PWRGAS,WN,2022,127.7622
EXAMPLE,PWRHYD,SD,2019,75.6547
EXAMPLE,PWRHYD,SN,2019,75.6547
EXAMPLE,PWRHYD,WD,2019,126.0912
EXAMPLE,PWRHYD,WN,2019,126.0912
EXAMPLE,PWRHYD,SD,2020,75.6547
EXAMPLE,PWRHYD,SN,2020,75.6547
EXAMPLE,PWRHYD,WD,2020,126.0912
EXAMPLE,PWRHYD,WN,2020,126.0912
EXAMPLE,PWRHYD,SD,2021,75.6547
EXAMPLE,PWRHYD,SN,2021,75.6547
EXAMPLE,PWRHYD,WD,2021,126.0912
EXAMPLE,PWRHYD,WN,2021,126.0912
EXAMPLE,PWRHYD,SD,2022,75.6547
EXAMPLE,PWRHYD,SN,2022,75.6547
EXAMPLE,PWRHYD,WD,2022,126.0912
EXAMPLE,PWRHYD,WN,2022,126.0912
EXAMPLE,PWRSOL,SD,2020,0.0821
EXAMPLE,PWRSOL,WD,2020,0.0638
EXAMPLE,PWRSOL,SD,2021,0.1642
EXAMPLE,PWRSOL,WD,2021,0.1277
EXAMPLE,PWRSOL,SD,2022,0.2497
EXAMPLE,PWRSOL,WD,2022,0.1942
EXAMPLE,PWRTRN,SD,2019,75.6547
EXAMPLE,PWRTRN,SN,2019,75.6547
EXAMPLE,PWRTRN,WD,2019,126.0912
EXAMPLE,PWRTRN,WN,2019,253.8534
EXAMPLE,PWRTRN,SD,2020,75.6547
EXAMPLE,PWRTRN,SN,2020,75.6547
EXAMPLE,PWRTRN,WD,2020,126.0912
EXAMPLE,PWRTRN,WN,2020,253.8534
EXAMPLE,PWRTRN,SD,2021,75.6547
EXAMPLE,PWRTRN,SN,2021,75.6547
EXAMPLE,PWRTRN,WD,2021,126.0912
EXAMPLE,PWRTRN,WN,2021,253.8534
EXAMPLE,PWRTRN,SD,2022,75.6547
EXAMPLE,PWRTRN,SN,2022,75.6547
EXAMPLE,PWRTRN,WD,2022,126.0912
EXAMPLE,PWRTRN,WN,2022,253.8534
