r,t,e,y,AnnualTechnologyEmission
REGION1,DEMPWRHFO,CO2,2022,2.388
REGION1,DEMPWRHFO,CO2,2023,2.3322
REGION1,DEMPWRHFO,CO2,2024,1.3518
REGION1,DEMPWRHFO,CO2,2025,1.571
REGION1,DEMPWRHFO,CO2,2026,1.6268
REGION1,DEMPWRHFO,CO2,2027,1.5268
REGION1,DEMPWRHFO,CO2,2028,2.0004
REGION1,DEMPWRHFO,CO2,2029,1.9669
REGION1,DEMPWRHFO,CO2,2030,0.4294
REGION1,DEMPWRHFO,CO2,2031,0.5104
REGION1,DEMPWRHFO,CO2,2032,0.5817
REGION1,DEMPWRHFO,CO2,2033,0.6743
REGION1,DEMPWRHFO,CO2,2034,0.8742
REGION1,DEMPWRHFO,CO2,2035,0.7638
REGION1,DEMPWRHFO,CO2,2036,0.8001
REGION1,DEMPWRHFO,CO2,2037,0.839
REGION1,DEMPWRHFO,CO2,2038,0.8674
REGION1,DEMPWRHFO,CO2,2039,0.7641
REGION1,DEMPWRHFO,CO2,2040,0.7753
REGION1,DEMPWRHFO,CO2,2041,0.8054
REGION1,DEMPWRHFO,CO2,2042,0.8393
REGION1,DEMPWRHFO,CO2,2043,0.8553
REGION1,DEMPWRHFO,CO2,2044,0.9161
REGION1,DEMPWRHFO,CO2,2045,1.0119
REGION1,DEMPWRHFO,CO2,2046,1.0492
REGION1,DEMPWRHFO,CO2,2047,0.5719
REGION1,DEMPWRHFO,CO2,2048,0.1476
REGION1,DEMPWRHFO,CO2,2049,0.095
REGION1,DEMPWRHFO,CO2,2050,0.096
REGION1,DEMPWRLPG,CO2,2017,0.1713
REGION1,DEMPWRLPG,CO2,2018,0.1713
REGION1,DEMPWRLPG,CO2,2019,0.1713
REGION1,DEMPWRLPG,CO2,2020,0.1713
REGION1,DEMPWRLPG,CO2,2021,0.1713
REGION1,DEMPWRLPG,CO2,2022,0.1713
REGION1,DEMPWRLPG,CO2,2023,0.1713
REGION1,DEMPWRLPG,CO2,2024,0.1713
REGION1,DEMPWRLPG,CO2,2025,0.1713
REGION1,DEMPWRLPG,CO2,2026,0.1713
REGION1,DEMPWRLPG,CO2,2027,0.1713
REGION1,DEMPWRLPG,CO2,2028,0.1713
REGION1,DEMPWRLPG,CO2,2029,0.1713
REGION1,DEMPWRLPG,CO2,2030,0.1713
REGION1,DEMPWRLPG,CO2,2031,0.1713
REGION1,DEMPWRLPG,CO2,2032,0.1713
REGION1,DEMPWRLPG,CO2,2033,0.1713
REGION1,DEMPWRLPG,CO2,2034,0.1713
REGION1,DEMPWRLPG,CO2,2035,0.1713
REGION1,DEMPWRLPG,CO2,2036,0.1713
REGION1,DEMPWRLPG,CO2,2037,0.1713
REGION1,DEMPWRLPG,CO2,2038,0.1713
REGION1,DEMPWRLPG,CO2,2039,0.1713
REGION1,DEMPWRLPG,CO2,2040,0.1713
REGION1,DEMPWRLPG,CO2,2041,0.1713
REGION1,DEMPWRLPG,CO2,2042,0.1713
REGION1,DEMPWRLPG,CO2,2043,0.1713
REGION1,DEMPWRLPG,CO2,2044,0.1713
REGION1,DEMPWRLPG,CO2,2045,0.1713
REGION1,DEMPWRLPG,CO2,2046,0.1713
REGION1,DEMPWRLPG,CO2,2047,0.1713
REGION1,DEMPWRLPG,CO2,2048,0.1713
REGION1,DEMPWRLPG,CO2,2049,0.1713
REGION1,DEMPWRLPG,CO2,2050,0.1713
REGION1,DEMPWRNGS,CO2,2017,66.5333
REGION1,DEMPWRNGS,CO2,2018,71.4385
REGION1,DEMPWRNGS,CO2,2019,77.5915
REGION1,DEMPWRNGS,CO2,2020,70.6103
REGION1,DEMPWRNGS,CO2,2021,82.5539
REGION1,DEMPWRNGS,CO2,2022,87.646
REGION1,DEMPWRNGS,CO2,2023,89.1485
REGION1,DEMPWRNGS,CO2,2024,90.9534
REGION1,DEMPWRNGS,CO2,2025,92.7003
REGION1,DEMPWRNGS,CO2,2026,93.7014
REGION1,DEMPWRNGS,CO2,2027,93.7021
REGION1,DEMPWRNGS,CO2,2028,91.6717
REGION1,DEMPWRNGS,CO2,2029,89.9863
REGION1,DEMPWRNGS,CO2,2030,90.9724
REGION1,DEMPWRNGS,CO2,2031,89.4768
REGION1,DEMPWRNGS,CO2,2032,89.0138
REGION1,DEMPWRNGS,CO2,2033,87.921
REGION1,DEMPWRNGS,CO2,2034,93.6946
REGION1,DEMPWRNGS,CO2,2035,91.1481
REGION1,DEMPWRNGS,CO2,2036,88.4972
REGION1,DEMPWRNGS,CO2,2037,85.96
REGION1,DEMPWRNGS,CO2,2038,84.319
REGION1,DEMPWRNGS,CO2,2039,84.1994
REGION1,DEMPWRNGS,CO2,2040,84.2278
REGION1,DEMPWRNGS,CO2,2041,84.4702
REGION1,DEMPWRNGS,CO2,2042,85.3878
REGION1,DEMPWRNGS,CO2,2043,87.65
REGION1,DEMPWRNGS,CO2,2044,91.2158
REGION1,DEMPWRNGS,CO2,2045,91.297
REGION1,DEMPWRNGS,CO2,2046,91.6099
REGION1,DEMPWRNGS,CO2,2047,93.7857
REGION1,DEMPWRNGS,CO2,2048,96.225
REGION1,DEMPWRNGS,CO2,2049,98.6035
REGION1,DEMPWRNGS,CO2,2050,101.6123
